                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.2277,                 2.4692,                 1.7478,                0.00802,                0.22917,                0.00413,                0.00114,                 2.8122,                    inf,                 7.9958,               0.070612,              0.0032653,              0.0032653
                      1,                 2.3481,                 2.2058,                 1.8382,                 0.0123,                0.23227,                0.00634,                0.00167,                 2.7069,                    inf,                 4.2339,               0.040482,               0.006468,               0.006468
                      2,                 2.3459,                 2.2185,                 1.8518,                0.06252,                0.10816,                0.02508,                0.00641,                 2.3079,                    inf,                 2.6944,               0.010219,              0.0095387,              0.0095387
                      3,                 2.3236,                 2.1503,                 1.8257,                0.05029,                0.14761,                0.02205,                0.00579,                 2.2205,                 95.773,                  2.124,               0.009406,               0.009406,               0.009406
                      4,                 2.2439,                 2.0825,                 1.7678,                 0.2289,                 0.2039,                0.13686,                0.04128,                 2.0343,                 52.506,                 1.7935,               0.009406,               0.009406,               0.009406
                      5,                  2.173,                 1.9472,                  1.696,                0.25622,                0.20966,                0.11309,                0.03637,                 1.9543,                 16.672,                  1.696,               0.009208,               0.009208,               0.009208
                      6,                 2.1508,                 1.9146,                 1.6975,                0.34274,                0.24601,                0.21394,                0.07373,                 1.9082,                 4.2351,                 1.6323,                0.00901,                0.00901,                0.00901
                      7,                 2.0949,                 1.8244,                  1.651,                0.52688,                 0.3422,                0.35307,                0.13446,                 1.7681,                 8.7024,                 1.5424,               0.008812,               0.008812,               0.008812
                      8,                 2.0581,                 1.7774,                 1.6124,                0.54338,                0.37012,                0.39211,                0.15838,                 1.6994,                 3.4218,                 1.3983,               0.008614,               0.008614,               0.008614
                      9,                 2.0306,                 1.7418,                 1.5906,                0.49144,                0.32137,                0.31676,                0.10875,                 1.8762,                 2.0277,                 1.5575,               0.008416,               0.008416,               0.008416
                     10,                 2.0018,                 1.6899,                   1.59,                0.48573,                0.39362,                0.37253,                0.14654,                 1.7368,                 2.4373,                  1.424,               0.008218,               0.008218,               0.008218
                     11,                 1.9888,                 1.6495,                 1.5679,                0.49667,                0.26108,                0.24808,                0.09029,                 1.9155,                 2.3945,                 1.5114,                0.00802,                0.00802,                0.00802
                     12,                 1.9726,                 1.6694,                 1.5619,                0.60931,                0.40736,                0.45858,                0.18329,                 1.6977,                 1.9614,                 1.4172,               0.007822,               0.007822,               0.007822
                     13,                 1.9688,                 1.6075,                 1.5486,                0.51368,                0.39051,                0.39139,                0.15215,                  1.682,                 1.7929,                  1.365,               0.007624,               0.007624,               0.007624
                     14,                 1.9369,                 1.5617,                 1.5251,                 0.4448,                0.35151,                0.35008,                0.13698,                 1.6777,                  3.851,                 1.3708,               0.007426,               0.007426,               0.007426
                     15,                 1.9377,                 1.5449,                 1.5279,                0.60221,                0.45564,                0.50091,                0.21195,                 1.6247,                 2.3977,                 1.3056,               0.007228,               0.007228,               0.007228
                     16,                 1.9214,                  1.533,                 1.5043,                0.68176,                0.47784,                0.53342,                0.22867,                 1.5687,                 1.7249,                  1.291,                0.00703,                0.00703,                0.00703
                     17,                 1.8935,                 1.5038,                 1.4891,                0.68915,                0.49528,                0.56193,                0.24638,                 1.5286,                 2.1197,                 1.2614,               0.006832,               0.006832,               0.006832
                     18,                 1.8939,                 1.4845,                  1.484,                0.62577,                0.47074,                0.50706,                0.21176,                 1.6462,                 1.4652,                 1.3611,               0.006634,               0.006634,               0.006634
                     19,                 1.8691,                 1.4545,                 1.4738,                0.62332,                0.47518,                0.52703,                0.22827,                 1.5697,                 2.6375,                 1.2756,               0.006436,               0.006436,               0.006436
                     20,                  1.853,                 1.4497,                 1.4695,                0.70881,                0.47917,                0.56577,                0.25166,                 1.5229,                  1.346,                 1.2511,               0.006238,               0.006238,               0.006238
                     21,                 1.8696,                 1.4476,                 1.4674,                0.62647,                0.48843,                 0.5255,                0.20694,                 1.5858,                 1.3832,                 1.2832,                0.00604,                0.00604,                0.00604
                     22,                 1.8723,                 1.4303,                 1.4641,                0.68895,                0.49867,                0.56746,                0.24761,                 1.5271,                 1.3632,                 1.2552,               0.005842,               0.005842,               0.005842
                     23,                 1.8367,                 1.3969,                 1.4391,                0.71535,                0.46853,                0.52501,                0.22017,                 1.5886,                 1.4113,                 1.2648,               0.005644,               0.005644,               0.005644
                     24,                 1.8532,                 1.4129,                 1.4503,                0.70085,                0.50754,                0.57479,                0.25119,                 1.5058,                 2.0046,                 1.2334,               0.005446,               0.005446,               0.005446
                     25,                 1.8345,                 1.3878,                 1.4469,                0.67892,                0.52207,                0.58339,                0.26108,                 1.4836,                  1.695,                 1.2188,               0.005248,               0.005248,               0.005248
                     26,                 1.7975,                 1.3583,                 1.4347,                0.72204,                 0.5359,                0.60709,                0.26878,                 1.4857,                 1.5666,                 1.2335,                0.00505,                0.00505,                0.00505
                     27,                 1.8043,                 1.3398,                 1.4254,                0.71174,                0.53546,                0.60036,                0.25946,                 1.4856,                 1.7576,                 1.2175,               0.004852,               0.004852,               0.004852
                     28,                 1.7989,                 1.3628,                 1.4323,                0.75328,                0.52261,                 0.6218,                 0.2802,                 1.4645,                 1.3725,                 1.2026,               0.004654,               0.004654,               0.004654
                     29,                 1.7837,                 1.2979,                 1.4061,                0.72711,                0.54447,                0.62045,                0.27266,                 1.4619,                 1.7021,                 1.2053,               0.004456,               0.004456,               0.004456
                     30,                 1.7877,                 1.3034,                 1.4194,                0.68586,                0.40027,                0.47073,                0.20154,                 1.6208,                 1.5191,                  1.337,               0.004258,               0.004258,               0.004258
                     31,                 1.7764,                 1.3104,                 1.4123,                0.75474,                0.55009,                0.63994,                0.29182,                 1.4655,                 1.1535,                 1.2174,                0.00406,                0.00406,                0.00406
                     32,                 1.7713,                  1.293,                 1.4104,                0.75117,                0.56294,                0.65465,                0.30123,                 1.4347,                 1.2399,                 1.1925,               0.003862,               0.003862,               0.003862
                     33,                 1.7693,                 1.2869,                 1.4028,                0.74642,                0.54279,                0.62979,                0.28692,                 1.4332,                 2.0076,                 1.1923,               0.003664,               0.003664,               0.003664
                     34,                 1.7452,                 1.2717,                 1.3778,                 0.7168,                0.55363,                0.62528,                 0.2874,                 1.4681,                 1.5469,                 1.2006,               0.003466,               0.003466,               0.003466
                     35,                 1.7377,                 1.2448,                 1.3849,                0.75282,                 0.5751,                0.65457,                0.29702,                 1.4484,                 1.5036,                 1.1897,               0.003268,               0.003268,               0.003268
                     36,                 1.7372,                 1.2327,                 1.3761,                0.75712,                0.55452,                0.64116,                0.29302,                 1.4486,                 1.1421,                   1.19,                0.00307,                0.00307,                0.00307
                     37,                 1.7324,                 1.2315,                 1.3767,                0.72888,                0.57624,                0.64641,                0.30056,                 1.4377,                  1.139,                 1.1842,               0.002872,               0.002872,               0.002872
