                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9694,                 2.4852,                 1.4802,                   0.52,                0.00576,                0.26389,                0.14237,                 1.9102,                 3.6039,                 1.7696,                0.06738,             3.2653e-05,             3.2653e-05
                      1,                  1.925,                 1.6896,                 1.4392,                0.83597,                0.25532,                0.41889,                0.18372,                 1.6138,                 2.2286,                 1.2626,               0.034078,              6.468e-05,              6.468e-05
                      2,                 1.8303,                 1.5141,                 1.3818,                0.70491,                0.55762,                0.61356,                0.28884,                 1.3983,                 1.2738,                 1.0877,             0.00077566,             9.5387e-05,             9.5387e-05
                      3,                 1.7984,                 1.4455,                 1.3655,                0.75321,                0.58713,                0.67323,                0.32446,                 1.3262,                 1.3252,                 1.0424,              9.406e-05,              9.406e-05,              9.406e-05
                      4,                 1.7623,                 1.3837,                 1.3407,                0.75946,                0.61298,                0.68916,                0.33455,                 1.3066,                 1.2053,                 1.0423,              9.406e-05,              9.406e-05,              9.406e-05
                      5,                 1.7568,                 1.3475,                 1.3217,                0.75215,                0.60534,                0.68374,                0.33956,                 1.2915,                 1.3963,                 1.0297,              9.208e-05,              9.208e-05,              9.208e-05
                      6,                 1.7236,                 1.3144,                 1.3234,                0.80174,                0.59869,                0.70193,                0.34838,                 1.2911,                 1.2374,                 1.0243,               9.01e-05,               9.01e-05,               9.01e-05
                      7,                 1.7118,                 1.2625,                 1.3037,                0.76687,                0.62845,                0.71511,                0.34721,                 1.3142,                 1.0434,                  1.038,              8.812e-05,              8.812e-05,              8.812e-05
                      8,                 1.7022,                 1.2672,                 1.2895,                0.77626,                0.62633,                0.71097,                0.34283,                 1.3109,                 1.2151,                 1.0299,              8.614e-05,              8.614e-05,              8.614e-05
                      9,                 1.6826,                 1.2403,                   1.29,                0.76191,                0.62411,                 0.7082,                0.35094,                 1.3025,                 1.3296,                 1.0316,              8.416e-05,              8.416e-05,              8.416e-05
                     10,                 1.6671,                 1.2137,                 1.2873,                0.78752,                  0.621,                0.72232,                0.35791,                 1.2916,                0.85064,                 1.0217,              8.218e-05,              8.218e-05,              8.218e-05
                     11,                 1.6628,                 1.1893,                 1.2713,                0.77596,                0.63121,                0.71643,                0.35778,                 1.2922,                0.82569,                 1.0176,               8.02e-05,               8.02e-05,               8.02e-05
                     12,                 1.6618,                 1.1928,                 1.2799,                0.78341,                 0.6381,                0.72343,                0.35964,                 1.2935,                0.81911,                 1.0299,              7.822e-05,              7.822e-05,              7.822e-05
