                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  1.978,                 3.3816,                 1.5497,                0.00963,                 0.6609,                0.06695,                0.03055,                 1.2587,                 6.9337,                 1.0156,                0.06738,             3.2653e-05,             3.2653e-05
                      1,                 1.9617,                 3.1552,                 1.4947,                0.01032,                0.70833,                0.31164,                0.14323,                 1.2637,                 7.4444,                 1.0113,               0.034078,              6.468e-05,              6.468e-05
                      2,                 1.9066,                 2.7479,                  1.452,                0.47366,                0.44016,                0.40627,                0.17734,                 1.3133,                 5.9687,                 1.0215,             0.00077566,             9.5387e-05,             9.5387e-05
                      3,                  1.916,                 2.2649,                 1.4513,                0.60716,                0.51657,                 0.5452,                0.25236,                 1.3297,                 5.6493,                 1.0452,              9.406e-05,              9.406e-05,              9.406e-05
                      4,                 1.8648,                 2.0873,                 1.4195,                0.69426,                  0.543,                0.60298,                 0.2878,                 1.3128,                 5.0694,                 1.0406,              9.406e-05,              9.406e-05,              9.406e-05
                      5,                 1.8602,                 1.9731,                 1.4035,                0.70458,                  0.573,                0.63173,                0.30391,                 1.3037,                 4.9855,                 1.0313,              9.208e-05,              9.208e-05,              9.208e-05
                      6,                 1.8434,                 1.9182,                 1.4046,                0.71528,                0.57402,                0.63841,                0.31007,                 1.3054,                 4.8809,                 1.0328,               9.01e-05,               9.01e-05,               9.01e-05
                      7,                 1.8073,                 1.8587,                 1.3735,                0.73331,                0.57934,                0.65153,                0.31877,                 1.2934,                  4.682,                 1.0232,              8.812e-05,              8.812e-05,              8.812e-05
                      8,                 1.8009,                 1.8559,                  1.362,                0.71772,                0.58511,                0.65221,                0.32149,                 1.2883,                 4.5889,                 1.0188,              8.614e-05,              8.614e-05,              8.614e-05
                      9,                  1.777,                 1.8075,                 1.3556,                0.76269,                0.57838,                0.66767,                0.32743,                   1.29,                 4.5225,                 1.0194,              8.416e-05,              8.416e-05,              8.416e-05
                     10,                 1.7703,                 1.7711,                 1.3567,                0.75932,                0.58511,                0.66936,                0.32975,                 1.2835,                 4.4028,                 1.0141,              8.218e-05,              8.218e-05,              8.218e-05
                     11,                 1.7623,                 1.7365,                 1.3375,                0.75605,                0.59441,                0.67424,                0.32966,                 1.2849,                 4.3648,                 1.0106,               8.02e-05,               8.02e-05,               8.02e-05
