,FileName,Boxes
0,a.jpg,"[[998, 475, 1067, 643], [837, 463, 891, 549], [881, 443, 934, 563]]"
1,d.jpg,"[[1050, 266, 1078, 305]]"
2,fortepan_100000.jpg,"[[128, 476, 367, 815], [1084, 415, 1276, 812], [371, 532, 567, 795], [536, 89, 677, 302], [697, 542, 887, 765], [14, 319, 208, 752], [916, 257, 1079, 522], [455, 210, 559, 340], [1116, 286, 1248, 488], [843, 510, 1021, 795], [848, 213, 974, 396], [204, 322, 373, 556], [325, 122, 449, 300], [632, 125, 830, 326], [500, 327, 636, 688], [426, 132, 579, 286], [780, 321, 957, 582], [1132, 207, 1279, 398], [731, 233, 856, 449], [339, 322, 508, 628], [609, 261, 785, 631], [963, 387, 1166, 791], [619, 521, 779, 749], [123, 229, 243, 433], [1024, 123, 1150, 291], [406, 256, 483, 338], [295, 228, 413, 411], [165, 109, 269, 324], [622, 35, 729, 229], [806, 135, 894, 309], [923, 121, 1027, 288], [218, 210, 316, 333], [252, 105, 346, 300], [1019, 203, 1127, 343], [429, 328, 550, 640], [448, 107, 512, 178]]"
3,fortepan_100012.jpg,"[[14, 334, 509, 1036], [311, 314, 694, 988]]"
4,fortepan_100034.jpg,"[[131, 125, 366, 733], [792, 208, 1046, 780], [521, 218, 796, 756], [295, 224, 535, 718], [925, 63, 1149, 656], [686, 96, 871, 388], [438, 66, 622, 397]]"
5,fortepan_100174.jpg,"[[893, 517, 1027, 736], [225, 539, 380, 755], [21, 394, 139, 705], [1104, 381, 1232, 690], [188, 393, 304, 683], [355, 308, 459, 441], [449, 287, 540, 443], [416, 233, 497, 348], [364, 397, 469, 533], [1000, 498, 1168, 753], [1024, 310, 1121, 440], [259, 316, 349, 444], [443, 390, 543, 512], [830, 192, 938, 336], [158, 300, 260, 447], [367, 522, 507, 713], [550, 179, 643, 331], [369, 225, 429, 315], [521, 374, 629, 509], [624, 328, 750, 487], [934, 203, 1019, 348], [708, 212, 806, 350], [289, 395, 383, 587], [939, 286, 1036, 431], [112, 402, 223, 703], [618, 215, 718, 340], [771, 270, 874, 437], [775, 171, 862, 279], [848, 288, 951, 436], [1121, 301, 1235, 458], [522, 275, 611, 420], [944, 376, 1047, 569], [483, 217, 567, 322], [225, 272, 295, 377], [793, 390, 889, 505], [279, 218, 364, 324], [213, 217, 295, 309], [706, 306, 786, 405], [595, 296, 676, 421], [457, 191, 517, 276], [872, 385, 965, 553], [314, 271, 396, 389], [633, 165, 725, 287], [39, 307, 160, 460], [1087, 293, 1146, 382], [1000, 263, 1056, 356], [986, 392, 1124, 576], [711, 387, 817, 498]]"
6,fortepan_100952.jpg,"[[200, 404, 554, 959], [734, 405, 1004, 926], [448, 369, 685, 613]]"
7,fortepan_100953.jpg,"[[503, 293, 877, 894], [90, 67, 525, 844], [144, 475, 664, 939]]"
8,fortepan_100954.jpg,"[[744, 329, 818, 535], [595, 377, 641, 481], [692, 342, 753, 535], [383, 375, 397, 402], [190, 367, 218, 426]]"
9,fortepan_101280.jpg,"[[675, 337, 850, 779], [430, 358, 574, 800], [102, 287, 231, 705], [182, 312, 312, 775], [530, 343, 689, 784], [291, 333, 464, 751]]"
10,fortepan_10837.jpg,"[[127, 235, 634, 827], [305, 283, 588, 746], [57, 484, 143, 615]]"
11,fortepan_11030.jpg,"[[163, 36, 624, 1275]]"
12,fortepan_114613.jpg,"[[190, 154, 580, 1233]]"
13,fortepan_114620.jpg,"[[43, 256, 481, 1205], [458, 182, 766, 1213]]"
14,fortepan_114673.jpg,"[[160, 382, 383, 945], [324, 357, 526, 904], [410, 409, 797, 1030], [409, 411, 701, 787]]"
15,fortepan_114805.jpg,"[[156, 319, 557, 1165], [0, 278, 288, 1054], [405, 122, 684, 741], [379, 321, 859, 1218], [0, 258, 296, 679]]"
16,fortepan_114806.jpg,"[[436, 60, 768, 1120], [155, 206, 618, 1178]]"
17,fortepan_114808.jpg,"[[297, 333, 502, 768], [588, 620, 839, 1203], [3, 512, 266, 1067], [486, 474, 709, 871]]"
18,fortepan_114809.jpg,"[[119, 248, 473, 1180], [421, 250, 794, 1121]]"
19,fortepan_114810.jpg,"[[191, 343, 536, 1208], [538, 104, 901, 1104]]"
20,fortepan_114811.jpg,"[[155, 195, 423, 1198], [385, 177, 695, 1172]]"
21,fortepan_114814.jpg,"[[60, 741, 527, 1272], [467, 513, 668, 812], [702, 599, 973, 1112], [575, 504, 782, 935], [297, 666, 465, 866]]"
22,fortepan_114815.jpg,"[[108, 71, 663, 1280]]"
23,fortepan_114816.jpg,"[[43, 368, 599, 1263], [444, 201, 1007, 1263]]"
24,fortepan_114817.jpg,"[[207, 168, 568, 895], [688, 231, 1035, 871], [412, 97, 639, 546], [613, 89, 859, 527], [924, 149, 1222, 637], [197, 49, 476, 413]]"
25,fortepan_114820.jpg,"[[0, 800, 29, 899], [365, 70, 388, 100]]"
26,fortepan_115046.jpg,"[[743, 920, 819, 1127], [575, 940, 603, 1017], [1192, 930, 1251, 1098], [1118, 944, 1159, 1071], [982, 948, 1020, 1054], [944, 944, 987, 1061], [523, 953, 554, 1032], [79, 945, 109, 1018], [933, 947, 957, 1050], [435, 942, 456, 1006], [244, 948, 265, 1019], [1042, 947, 1073, 1046], [692, 938, 718, 1011]]"
27,fortepan_115047.jpg,"[[337, 961, 476, 1247], [712, 979, 756, 1093], [548, 989, 586, 1097], [656, 991, 683, 1070], [51, 585, 137, 706], [473, 980, 504, 1073], [949, 864, 979, 897], [1037, 855, 1074, 900], [22, 590, 59, 651], [853, 894, 884, 946], [606, 990, 635, 1074], [507, 984, 531, 1060]]"
28,fortepan_115048.jpg,"[[535, 879, 610, 1078], [111, 857, 211, 1082], [1174, 879, 1242, 1097], [941, 898, 982, 1006], [596, 886, 647, 1019], [55, 869, 112, 1063], [1117, 909, 1160, 1031], [832, 901, 882, 1011], [170, 857, 229, 1030], [20, 870, 77, 1066], [822, 901, 860, 1005]]"
29,fortepan_115049.jpg,"[[1061, 988, 1109, 1121], [1117, 988, 1160, 1116], [1158, 983, 1211, 1123], [213, 973, 243, 1053], [951, 880, 993, 973], [862, 872, 896, 923], [922, 880, 955, 952], [890, 876, 923, 921], [1003, 980, 1038, 1083], [483, 887, 518, 928], [685, 891, 724, 939], [1027, 982, 1064, 1086], [542, 909, 584, 954], [260, 973, 290, 1051], [610, 917, 634, 951], [242, 975, 258, 1043]]"
30,fortepan_115050.jpg,"[[734, 814, 793, 965], [209, 776, 244, 821]]"
31,fortepan_115051.jpg,"[[221, 697, 302, 907], [634, 824, 736, 1021], [295, 716, 378, 901], [26, 732, 63, 822], [205, 720, 242, 829], [959, 701, 987, 741], [168, 730, 209, 831], [680, 784, 730, 858]]"
32,fortepan_115052.jpg,"[[612, 853, 663, 999], [508, 841, 575, 998], [427, 849, 473, 1001], [372, 841, 419, 993], [1094, 833, 1115, 895], [1014, 865, 1082, 985], [952, 878, 974, 903], [264, 906, 379, 1079]]"
33,fortepan_115053.jpg,"[[267, 779, 329, 982], [557, 799, 603, 901], [125, 744, 211, 972], [388, 773, 414, 881], [624, 618, 740, 751], [618, 795, 642, 872], [532, 798, 563, 885], [208, 787, 268, 982], [1181, 743, 1220, 813], [1119, 820, 1146, 884], [1153, 811, 1191, 909]]"
34,fortepan_115054.jpg,"[[577, 856, 716, 1137], [193, 844, 252, 1002], [720, 847, 817, 1119], [123, 839, 184, 1021], [393, 865, 479, 1113], [282, 852, 331, 939], [504, 862, 565, 1084], [853, 921, 918, 1076], [544, 874, 593, 1074], [30, 852, 68, 959]]"
35,fortepan_115055.jpg,"[[528, 940, 582, 1079], [329, 939, 367, 1055], [258, 944, 293, 1037], [294, 943, 328, 1052], [1060, 811, 1127, 877], [468, 958, 496, 1037], [563, 939, 605, 1083], [419, 949, 441, 1024], [786, 967, 805, 1016], [106, 954, 144, 1050], [1192, 943, 1222, 1030], [812, 963, 837, 1017]]"
36,fortepan_115056.jpg,"[[570, 822, 617, 953], [164, 759, 259, 1002], [600, 834, 632, 949], [690, 276, 734, 348]]"
37,fortepan_115057.jpg,"[[749, 836, 848, 1137], [672, 831, 746, 1008], [628, 648, 674, 707], [159, 797, 247, 1039], [525, 632, 602, 702], [697, 667, 728, 706], [1120, 840, 1160, 961], [599, 658, 630, 699], [1190, 844, 1225, 937], [1094, 834, 1125, 927], [114, 671, 1200, 1022], [1159, 836, 1190, 927], [1224, 845, 1251, 940], [288, 779, 329, 862]]"
38,fortepan_115058.jpg,"[[775, 822, 844, 1017], [1102, 806, 1212, 1075], [664, 817, 740, 999], [487, 804, 593, 1057], [1001, 819, 1101, 1071], [724, 802, 773, 974], [856, 805, 917, 982], [1034, 354, 1116, 508], [72, 651, 143, 748], [581, 741, 618, 786], [232, 824, 314, 980], [16, 656, 1073, 1002], [388, 694, 419, 735], [419, 696, 455, 737]]"
39,fortepan_115059.jpg,"[[45, 889, 148, 1106], [1135, 909, 1165, 991], [968, 904, 997, 983], [409, 402, 504, 593], [561, 899, 604, 1021], [318, 795, 346, 836], [920, 898, 962, 1031], [349, 790, 380, 824], [609, 901, 651, 1020]]"
40,fortepan_115060.jpg,"[[1009, 1024, 1041, 1112], [1046, 1016, 1089, 1121], [198, 982, 279, 1220], [64, 1004, 128, 1199], [629, 1012, 659, 1093], [125, 980, 204, 1194], [537, 836, 593, 928], [289, 995, 322, 1090], [39, 1003, 77, 1105], [852, 1031, 873, 1075], [461, 842, 501, 889], [426, 838, 463, 901], [714, 988, 743, 1077]]"
41,fortepan_115061.jpg,"[[796, 831, 863, 924], [30, 942, 99, 1209], [210, 973, 272, 1144], [91, 957, 176, 1203], [1156, 937, 1201, 1033], [1079, 935, 1108, 1044], [518, 897, 544, 935], [1052, 928, 1089, 1043]]"
42,fortepan_115385.jpg,"[[302, 188, 816, 910], [155, 365, 426, 743], [46, 383, 582, 968]]"
43,fortepan_115769.jpg,"[[677, 644, 703, 704], [983, 633, 1004, 683], [1249, 638, 1280, 772], [301, 635, 345, 694], [650, 654, 673, 706], [405, 658, 427, 710], [88, 686, 131, 794], [1154, 627, 1175, 658], [1032, 632, 1049, 665], [350, 672, 376, 696]]"
44,fortepan_115839.jpg,"[[623, 498, 687, 684], [1188, 487, 1267, 681], [750, 499, 820, 689], [64, 451, 179, 744], [978, 501, 1047, 673], [460, 522, 511, 660], [421, 522, 470, 658], [387, 500, 435, 607]]"
45,fortepan_115873.jpg,"[[221, 208, 798, 1280]]"
46,fortepan_115905.jpg,"[[111, 179, 494, 1110], [461, 368, 718, 786], [147, 549, 316, 1097]]"
47,fortepan_116016.jpg,"[[157, 591, 212, 713], [1031, 618, 1078, 733], [621, 611, 651, 673], [999, 431, 1078, 481], [596, 619, 628, 675]]"
48,fortepan_116205.jpg,"[[483, 429, 743, 1216], [74, 408, 290, 802], [356, 477, 541, 872], [283, 569, 385, 870], [366, 467, 548, 1252]]"
49,fortepan_116208.jpg,"[[0, 511, 208, 839], [503, 449, 664, 862], [192, 496, 366, 852], [577, 469, 893, 902], [288, 399, 427, 696], [334, 492, 528, 808]]"
50,fortepan_116222.jpg,"[[200, 134, 644, 920]]"
51,fortepan_116504.jpg,"[[394, 97, 807, 1271], [16, 83, 479, 1257]]"
52,fortepan_116565.jpg,"[[402, 105, 911, 1280], [2, 257, 533, 1280]]"
53,fortepan_116770.jpg,"[[345, 942, 372, 1014], [132, 1065, 180, 1175]]"
54,fortepan_117761.jpg,"[[68, 386, 669, 1186], [558, 413, 927, 1229]]"
55,fortepan_117782.jpg,"[[599, 696, 843, 1234], [54, 730, 284, 1260], [275, 652, 648, 1263], [346, 10, 567, 618], [161, 19, 382, 526], [125, 307, 341, 616], [522, 328, 768, 1031], [243, 477, 634, 1083]]"
56,fortepan_118672.jpg,"[[935, 737, 960, 793], [824, 890, 859, 930], [159, 568, 172, 591], [265, 491, 1268, 838], [643, 684, 691, 765], [1239, 654, 1275, 687]]"
57,fortepan_118675.jpg,"[[186, 358, 829, 1226]]"
58,fortepan_118698.jpg,"[[466, 115, 851, 1170], [143, 87, 479, 1146]]"
59,fortepan_118714.jpg,"[[232, 93, 595, 1233]]"
60,fortepan_11963.jpg,"[[849, 114, 1221, 900], [62, 59, 479, 890]]"
61,fortepan_120456.jpg,"[[295, 451, 644, 1278]]"
62,fortepan_120457.jpg,"[[322, 527, 615, 1280]]"
63,fortepan_120590.jpg,"[[466, 213, 791, 1140], [86, 223, 611, 1124], [324, 244, 699, 1112]]"
64,fortepan_120612.jpg,"[[482, 456, 720, 1129], [215, 519, 405, 1143], [339, 345, 703, 1157]]"
65,fortepan_120687.jpg,"[[514, 625, 669, 865], [8, 598, 157, 801], [292, 454, 434, 832], [651, 610, 822, 871], [300, 362, 425, 474], [1144, 391, 1273, 664], [181, 248, 322, 459], [147, 607, 328, 877], [833, 361, 956, 531], [994, 141, 1102, 260], [1064, 455, 1216, 811], [315, 631, 525, 876], [820, 616, 991, 874], [475, 238, 615, 445], [986, 635, 1170, 883], [1159, 279, 1279, 561], [680, 230, 808, 431], [938, 464, 1086, 757], [551, 80, 674, 243], [207, 381, 334, 544], [673, 80, 797, 237], [982, 243, 1087, 439], [791, 245, 919, 459], [726, 452, 860, 766], [987, 182, 1097, 321], [232, 144, 359, 396], [842, 459, 970, 718], [465, 446, 613, 763], [184, 468, 308, 694], [347, 158, 456, 339], [440, 165, 558, 403], [1035, 366, 1149, 532], [598, 412, 739, 703], [799, 84, 905, 255], [699, 355, 821, 519], [896, 245, 999, 448], [1077, 177, 1199, 363], [942, 392, 1049, 537], [557, 164, 652, 315], [446, 78, 562, 244], [765, 167, 873, 321], [592, 249, 692, 414], [390, 374, 519, 535], [1072, 279, 1180, 447], [889, 77, 1008, 257], [95, 453, 218, 754], [653, 170, 741, 327], [79, 320, 198, 600], [578, 347, 667, 476], [489, 376, 590, 492], [878, 170, 992, 305], [117, 381, 232, 541]]"
66,fortepan_120688.jpg,"[[955, 390, 1115, 741], [144, 420, 272, 767], [802, 505, 1001, 823], [616, 506, 813, 812], [63, 305, 211, 667], [588, 110, 709, 373], [700, 111, 824, 361], [268, 512, 615, 834], [1034, 267, 1174, 627], [837, 374, 1021, 622], [391, 116, 514, 384], [736, 399, 861, 606], [384, 420, 501, 628], [488, 103, 600, 368], [484, 393, 621, 669], [603, 403, 728, 631], [820, 65, 943, 386], [232, 548, 458, 753], [555, 277, 676, 486], [207, 286, 334, 498], [324, 291, 452, 518], [766, 278, 896, 469], [671, 274, 782, 511], [248, 424, 381, 669], [166, 89, 310, 393], [285, 92, 401, 371], [445, 266, 566, 480], [927, 54, 1047, 352]]"
