,FileName,Boxes
0,a.jpg,"[[1028, 490, 1065, 640], [997, 488, 1065, 642], [832, 457, 892, 548], [889, 454, 933, 566]]"
1,d.jpg,"[[274, 267, 290, 306], [222, 269, 241, 306], [261, 233, 1194, 308], [825, 259, 845, 296], [346, 266, 367, 305], [341, 265, 356, 305], [944, 254, 958, 296], [438, 250, 458, 307], [117, 254, 146, 317], [719, 243, 746, 305], [1040, 241, 1060, 294], [59, 233, 1226, 321], [965, 240, 985, 296], [1060, 234, 1094, 302], [360, 248, 383, 304], [491, 242, 517, 313], [1093, 234, 1120, 302], [459, 243, 491, 311]]"
2,fortepan_100000.jpg,"[[929, 289, 1134, 550], [205, 204, 321, 350], [444, 321, 530, 662], [972, 386, 1116, 794], [909, 258, 1061, 501], [308, 230, 398, 397], [849, 206, 979, 400], [706, 535, 876, 764], [1221, 373, 1279, 814], [125, 229, 244, 485], [574, 516, 763, 762], [329, 310, 520, 651], [735, 228, 848, 475], [1124, 279, 1249, 487], [98, 460, 332, 815], [380, 540, 579, 795], [1, 210, 114, 746], [781, 317, 949, 603], [614, 232, 776, 662], [499, 328, 647, 726], [200, 321, 411, 777], [1070, 402, 1279, 816], [50, 312, 201, 764], [20, 32, 1279, 804]]"
3,fortepan_100012.jpg,"[[329, 311, 691, 994], [50, 338, 516, 1025]]"
4,fortepan_100034.jpg,"[[922, 60, 1152, 643], [439, 69, 625, 415], [685, 91, 868, 374], [522, 218, 807, 777], [790, 212, 1049, 774], [269, 223, 537, 779], [120, 122, 370, 730]]"
5,fortepan_100174.jpg,"[[1119, 300, 1236, 467], [841, 191, 935, 345], [229, 268, 291, 383], [940, 202, 1019, 353], [636, 165, 721, 278], [558, 179, 637, 347], [320, 273, 398, 436], [710, 207, 803, 364], [740, 386, 807, 503], [864, 381, 955, 571], [700, 307, 776, 422], [942, 292, 1033, 437], [1022, 386, 1119, 569], [857, 292, 950, 442], [630, 215, 714, 358], [1029, 312, 1121, 451], [521, 271, 611, 406], [784, 385, 878, 508], [359, 307, 459, 446], [448, 387, 528, 573], [362, 510, 508, 726], [370, 393, 459, 654], [937, 376, 1041, 620], [778, 273, 861, 438], [901, 513, 1027, 733], [259, 313, 354, 458], [449, 286, 552, 450], [159, 300, 260, 457], [1105, 378, 1230, 703], [522, 370, 624, 508], [632, 330, 751, 490], [294, 395, 379, 615], [203, 389, 304, 698], [222, 535, 378, 754], [120, 397, 211, 703], [38, 301, 155, 458], [1003, 491, 1184, 759], [25, 394, 132, 704], [113, 162, 1255, 741]]"
6,fortepan_100952.jpg,"[[455, 366, 726, 827], [713, 404, 995, 925], [204, 383, 554, 957]]"
7,fortepan_100953.jpg,"[[160, 480, 649, 932], [494, 292, 847, 863], [97, 62, 514, 649]]"
8,fortepan_100954.jpg,"[[240, 377, 256, 419], [201, 369, 223, 426], [544, 362, 561, 405], [384, 374, 395, 399], [602, 378, 640, 480], [693, 342, 750, 537], [741, 328, 814, 536]]"
9,fortepan_101280.jpg,"[[1136, 394, 1178, 457], [369, 316, 476, 773], [519, 445, 679, 809], [547, 333, 685, 792], [300, 334, 417, 760], [98, 286, 224, 761], [186, 320, 323, 764], [688, 334, 867, 823], [436, 352, 561, 807]]"
10,fortepan_10837.jpg,"[[139, 233, 606, 1151], [137, 236, 599, 866], [307, 283, 605, 718], [307, 280, 923, 1278]]"
11,fortepan_11030.jpg,"[[170, 38, 639, 1279]]"
12,fortepan_114613.jpg,"[[168, 158, 583, 1269]]"
