                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.0631,                 82.809,                 2.7676,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    0.1,               0.032653,               0.032653
                      1,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.098693,                0.06468,                0.06468
                      2,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.096067,               0.095387,               0.095387
                      3,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.09406,                0.09406,                0.09406
                      4,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.09406,                0.09406,                0.09406
                      5,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.09208,                0.09208,                0.09208
                      6,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0901,                 0.0901,                 0.0901
                      7,                0.28853,                 1.2341,                0.59651,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.08812,                0.08812,                0.08812
                      8,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.08614,                0.08614,                0.08614
                      9,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.08416,                0.08416,                0.08416
                     10,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.08218,                0.08218,                0.08218
                     11,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0802,                 0.0802,                 0.0802
                     12,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.07822,                0.07822,                0.07822
                     13,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.07624,                0.07624,                0.07624
                     14,                0.04563,                 0.0571,                0.15265,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.07426,                0.07426,                0.07426
                     15,                    nan,                    nan,                    nan,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.07228,                0.07228,                0.07228
